clip_id,text_label,text_confidence,acoustic_label,acoustic_confidence,final_label,confidence,flagged_for_review,acoustic_features
clip_0558,Urgent,0.415,High Stress,0.7,High Stress,0.28,True,"{""mean_pitch"": 122.72, ""pitch_range"": 240.47, ""pitch_std"": 44.18, ""mean_energy"": 0.09079, ""energy_std"": 0.04161, ""mean_zcr"": 0.185, ""duration"": 20.0}"
clip_0559,Calm,0.629,High Stress,0.7,Calm,0.3774,True,"{""mean_pitch"": 110.68, ""pitch_range"": 177.29, ""pitch_std"": 39.74, ""mean_energy"": 0.09081, ""energy_std"": 0.04147, ""mean_zcr"": 0.1967, ""duration"": 20.0}"
clip_0560,Calm,0.6556,High Stress,0.7,Calm,0.3934,True,"{""mean_pitch"": 113.6, ""pitch_range"": 172.74, ""pitch_std"": 39.71, ""mean_energy"": 0.09217, ""energy_std"": 0.03845, ""mean_zcr"": 0.1968, ""duration"": 20.0}"
clip_0561,High Stress,0.8053,Calm,0.65,High Stress,0.4832,True,"{""mean_pitch"": 114.21, ""pitch_range"": 143.18, ""pitch_std"": 29.32, ""mean_energy"": 0.09027, ""energy_std"": 0.04265, ""mean_zcr"": 0.191, ""duration"": 20.0}"
clip_0562,Calm,0.7538,High Stress,0.7,Calm,0.4523,True,"{""mean_pitch"": 116.34, ""pitch_range"": 161.97, ""pitch_std"": 33.15, ""mean_energy"": 0.08984, ""energy_std"": 0.04365, ""mean_zcr"": 0.1811, ""duration"": 20.0}"
clip_0563,Calm,0.9515,High Stress,0.7,Calm,0.5709,True,"{""mean_pitch"": 123.2, ""pitch_range"": 154.59, ""pitch_std"": 36.49, ""mean_energy"": 0.09224, ""energy_std"": 0.03827, ""mean_zcr"": 0.1869, ""duration"": 20.0}"
clip_0564,Frustrated,0.495,High Stress,0.7,Frustrated,0.297,True,"{""mean_pitch"": 111.51, ""pitch_range"": 233.39, ""pitch_std"": 39.82, ""mean_energy"": 0.08828, ""energy_std"": 0.04668, ""mean_zcr"": 0.191, ""duration"": 20.0}"
clip_0565,Calm,0.8387,High Stress,0.7,Calm,0.5032,True,"{""mean_pitch"": 118.78, ""pitch_range"": 181.54, ""pitch_std"": 34.73, ""mean_energy"": 0.08527, ""energy_std"": 0.05199, ""mean_zcr"": 0.1938, ""duration"": 20.0}"
clip_0566,Calm,0.8048,High Stress,0.7,Calm,0.4829,True,"{""mean_pitch"": 141.19, ""pitch_range"": 653.43, ""pitch_std"": 102.02, ""mean_energy"": 0.09296, ""energy_std"": 0.03648, ""mean_zcr"": 0.1866, ""duration"": 20.0}"
clip_0567,Calm,0.8692,High Stress,0.7,Calm,0.5215,True,"{""mean_pitch"": 126.38, ""pitch_range"": 173.12, ""pitch_std"": 39.34, ""mean_energy"": 0.09033, ""energy_std"": 0.04249, ""mean_zcr"": 0.1615, ""duration"": 20.0}"
clip_0568,Calm,0.8199,Calm,0.65,Calm,0.7519,False,"{""mean_pitch"": 112.39, ""pitch_range"": 143.45, ""pitch_std"": 32.05, ""mean_energy"": 0.09008, ""energy_std"": 0.04305, ""mean_zcr"": 0.1827, ""duration"": 20.0}"
clip_0569,Calm,0.9384,Calm,0.65,Calm,0.8231,False,"{""mean_pitch"": 114.73, ""pitch_range"": 129.03, ""pitch_std"": 34.64, ""mean_energy"": 0.08859, ""energy_std"": 0.04608, ""mean_zcr"": 0.1883, ""duration"": 20.0}"
clip_0570,Calm,0.556,High Stress,0.7,Calm,0.3336,True,"{""mean_pitch"": 113.18, ""pitch_range"": 193.21, ""pitch_std"": 42.89, ""mean_energy"": 0.09097, ""energy_std"": 0.04133, ""mean_zcr"": 0.1781, ""duration"": 20.0}"
clip_0571,Calm,0.9322,Calm,0.65,Calm,0.8193,False,"{""mean_pitch"": 120.89, ""pitch_range"": 138.68, ""pitch_std"": 36.65, ""mean_energy"": 0.08891, ""energy_std"": 0.04559, ""mean_zcr"": 0.1649, ""duration"": 20.0}"
clip_0572,Calm,0.5631,Calm,0.65,Calm,0.5978,True,"{""mean_pitch"": 130.76, ""pitch_range"": 130.67, ""pitch_std"": 32.77, ""mean_energy"": 0.0853, ""energy_std"": 0.04721, ""mean_zcr"": 0.1952, ""duration"": 20.0}"
clip_0573,Calm,0.8757,High Stress,0.7,Calm,0.5254,True,"{""mean_pitch"": 120.66, ""pitch_range"": 266.13, ""pitch_std"": 73.12, ""mean_energy"": 0.08329, ""energy_std"": 0.05517, ""mean_zcr"": 0.1931, ""duration"": 17.568}"
clip_0574,Calm,0.8483,High Stress,0.7,Calm,0.509,True,"{""mean_pitch"": 134.49, ""pitch_range"": 157.9, ""pitch_std"": 41.19, ""mean_energy"": 0.06875, ""energy_std"": 0.06036, ""mean_zcr"": 0.1827, ""duration"": 19.936}"
clip_0575,Calm,0.764,High Stress,0.7,Calm,0.4584,True,"{""mean_pitch"": 127.08, ""pitch_range"": 228.26, ""pitch_std"": 36.2, ""mean_energy"": 0.07581, ""energy_std"": 0.04337, ""mean_zcr"": 0.1693, ""duration"": 20.0}"
clip_0576,Calm,0.7006,High Stress,0.7,Calm,0.4203,True,"{""mean_pitch"": 167.21, ""pitch_range"": 1414.57, ""pitch_std"": 246.88, ""mean_energy"": 0.06862, ""energy_std"": 0.0295, ""mean_zcr"": 0.1981, ""duration"": 20.0}"
clip_0577,Calm,0.5006,Calm,0.65,Calm,0.5604,True,"{""mean_pitch"": 116.36, ""pitch_range"": 122.43, ""pitch_std"": 30.24, ""mean_energy"": 0.09109, ""energy_std"": 0.04102, ""mean_zcr"": 0.1849, ""duration"": 20.0}"
clip_0578,Calm,0.5927,High Stress,0.7,Calm,0.3556,True,"{""mean_pitch"": 165.62, ""pitch_range"": 1423.14, ""pitch_std"": 249.71, ""mean_energy"": 0.08739, ""energy_std"": 0.04826, ""mean_zcr"": 0.2067, ""duration"": 20.0}"
clip_0579,Calm,0.4167,Calm,0.65,Calm,0.51,True,"{""mean_pitch"": 119.9, ""pitch_range"": 136.74, ""pitch_std"": 35.04, ""mean_energy"": 0.08913, ""energy_std"": 0.04496, ""mean_zcr"": 0.199, ""duration"": 20.0}"
clip_0580,Calm,0.8653,Calm,0.65,Calm,0.7792,False,"{""mean_pitch"": 130.55, ""pitch_range"": 147.81, ""pitch_std"": 42.61, ""mean_energy"": 0.09117, ""energy_std"": 0.04057, ""mean_zcr"": 0.1826, ""duration"": 20.0}"
clip_0581,Urgent,0.7075,High Stress,0.7,Urgent,0.4245,True,"{""mean_pitch"": 168.44, ""pitch_range"": 1409.47, ""pitch_std"": 205.14, ""mean_energy"": 0.08772, ""energy_std"": 0.04772, ""mean_zcr"": 0.1724, ""duration"": 20.0}"
clip_0582,Urgent,0.65,High Stress,0.7,Urgent,0.39,True,"{""mean_pitch"": 165.66, ""pitch_range"": 1313.93, ""pitch_std"": 209.18, ""mean_energy"": 0.08438, ""energy_std"": 0.05334, ""mean_zcr"": 0.2091, ""duration"": 20.0}"
clip_0583,Urgent,0.65,High Stress,0.7,Urgent,0.39,True,"{""mean_pitch"": 142.0, ""pitch_range"": 226.07, ""pitch_std"": 60.09, ""mean_energy"": 0.0857, ""energy_std"": 0.05124, ""mean_zcr"": 0.1969, ""duration"": 20.0}"
clip_0584,Calm,0.7847,High Stress,0.7,Calm,0.4708,True,"{""mean_pitch"": 128.63, ""pitch_range"": 174.51, ""pitch_std"": 42.1, ""mean_energy"": 0.08957, ""energy_std"": 0.04418, ""mean_zcr"": 0.1828, ""duration"": 20.0}"
clip_0585,Calm,0.8917,Calm,0.65,Calm,0.795,False,"{""mean_pitch"": 113.32, ""pitch_range"": 118.06, ""pitch_std"": 31.38, ""mean_energy"": 0.08107, ""energy_std"": 0.04711, ""mean_zcr"": 0.1791, ""duration"": 20.0}"
clip_0586,Calm,0.5867,Calm,0.65,Calm,0.612,False,"{""mean_pitch"": 128.57, ""pitch_range"": 134.41, ""pitch_std"": 32.96, ""mean_energy"": 0.08893, ""energy_std"": 0.04539, ""mean_zcr"": 0.1879, ""duration"": 20.0}"
clip_0587,Calm,0.7484,High Stress,0.7,Calm,0.4491,True,"{""mean_pitch"": 132.49, ""pitch_range"": 504.14, ""pitch_std"": 53.64, ""mean_energy"": 0.08854, ""energy_std"": 0.04602, ""mean_zcr"": 0.1701, ""duration"": 20.0}"
clip_0588,Calm,0.922,Calm,0.65,Calm,0.8132,False,"{""mean_pitch"": 120.15, ""pitch_range"": 143.18, ""pitch_std"": 37.74, ""mean_energy"": 0.08974, ""energy_std"": 0.04371, ""mean_zcr"": 0.1832, ""duration"": 20.0}"
clip_0589,Calm,0.8803,High Stress,0.7,Calm,0.5282,True,"{""mean_pitch"": 161.79, ""pitch_range"": 1389.14, ""pitch_std"": 225.99, ""mean_energy"": 0.09068, ""energy_std"": 0.04191, ""mean_zcr"": 0.1874, ""duration"": 20.0}"
clip_0590,Calm,0.8502,High Stress,0.7,Calm,0.5101,True,"{""mean_pitch"": 115.44, ""pitch_range"": 161.24, ""pitch_std"": 35.8, ""mean_energy"": 0.08836, ""energy_std"": 0.04656, ""mean_zcr"": 0.1904, ""duration"": 20.0}"
clip_0591,Calm,0.7879,High Stress,0.7,Calm,0.4727,True,"{""mean_pitch"": 162.51, ""pitch_range"": 1404.85, ""pitch_std"": 233.67, ""mean_energy"": 0.0903, ""energy_std"": 0.04268, ""mean_zcr"": 0.1882, ""duration"": 20.0}"
clip_0592,Calm,0.6617,Calm,0.65,Calm,0.657,False,"{""mean_pitch"": 112.33, ""pitch_range"": 140.77, ""pitch_std"": 32.72, ""mean_energy"": 0.07058, ""energy_std"": 0.04822, ""mean_zcr"": 0.1986, ""duration"": 20.0}"
clip_0593,Frustrated,0.7435,Calm,0.65,Frustrated,0.4461,True,"{""mean_pitch"": 131.05, ""pitch_range"": 140.77, ""pitch_std"": 35.93, ""mean_energy"": 0.07501, ""energy_std"": 0.04163, ""mean_zcr"": 0.1754, ""duration"": 20.0}"
clip_0594,Calm,0.7737,High Stress,0.7,Calm,0.4642,True,"{""mean_pitch"": 122.31, ""pitch_range"": 155.45, ""pitch_std"": 43.79, ""mean_energy"": 0.09181, ""energy_std"": 0.03919, ""mean_zcr"": 0.1952, ""duration"": 20.0}"
clip_0595,Calm,0.7533,High Stress,0.7,Calm,0.452,True,"{""mean_pitch"": 156.89, ""pitch_range"": 1406.14, ""pitch_std"": 201.35, ""mean_energy"": 0.08559, ""energy_std"": 0.04652, ""mean_zcr"": 0.1922, ""duration"": 20.0}"
clip_0596,Calm,0.5224,Calm,0.65,Calm,0.5735,True,"{""mean_pitch"": 116.67, ""pitch_range"": 146.34, ""pitch_std"": 35.66, ""mean_energy"": 0.07933, ""energy_std"": 0.0437, ""mean_zcr"": 0.1853, ""duration"": 20.0}"
clip_0597,Urgent,0.461,High Stress,0.7,High Stress,0.28,True,"{""mean_pitch"": 111.74, ""pitch_range"": 158.44, ""pitch_std"": 38.17, ""mean_energy"": 0.08329, ""energy_std"": 0.04848, ""mean_zcr"": 0.2033, ""duration"": 20.0}"
clip_0598,Calm,0.7467,High Stress,0.7,Calm,0.448,True,"{""mean_pitch"": 187.96, ""pitch_range"": 1413.04, ""pitch_std"": 268.68, ""mean_energy"": 0.08834, ""energy_std"": 0.04661, ""mean_zcr"": 0.191, ""duration"": 20.0}"
clip_0599,Calm,0.7993,Calm,0.65,Calm,0.7396,False,"{""mean_pitch"": 130.66, ""pitch_range"": 144.83, ""pitch_std"": 38.21, ""mean_energy"": 0.09055, ""energy_std"": 0.04199, ""mean_zcr"": 0.1748, ""duration"": 20.0}"
clip_0600,Calm,0.9259,High Stress,0.7,Calm,0.5555,True,"{""mean_pitch"": 128.08, ""pitch_range"": 158.32, ""pitch_std"": 35.22, ""mean_energy"": 0.08957, ""energy_std"": 0.04404, ""mean_zcr"": 0.1802, ""duration"": 20.0}"
clip_0601,Calm,0.5082,High Stress,0.7,Calm,0.3049,True,"{""mean_pitch"": 117.64, ""pitch_range"": 152.29, ""pitch_std"": 34.93, ""mean_energy"": 0.08913, ""energy_std"": 0.04473, ""mean_zcr"": 0.1955, ""duration"": 20.0}"
clip_0602,High Stress,0.899,High Stress,0.7,High Stress,0.8194,False,"{""mean_pitch"": 130.55, ""pitch_range"": 197.73, ""pitch_std"": 49.27, ""mean_energy"": 0.08188, ""energy_std"": 0.04443, ""mean_zcr"": 0.1826, ""duration"": 20.0}"
clip_0603,Calm,0.8708,High Stress,0.7,Calm,0.5225,True,"{""mean_pitch"": 136.88, ""pitch_range"": 171.11, ""pitch_std"": 47.81, ""mean_energy"": 0.08881, ""energy_std"": 0.04565, ""mean_zcr"": 0.1764, ""duration"": 20.0}"
clip_0604,Calm,0.9217,Calm,0.65,Calm,0.813,False,"{""mean_pitch"": 116.9, ""pitch_range"": 130.89, ""pitch_std"": 35.34, ""mean_energy"": 0.07826, ""energy_std"": 0.0407, ""mean_zcr"": 0.1983, ""duration"": 20.0}"
clip_0605,Calm,0.8628,High Stress,0.7,Calm,0.5177,True,"{""mean_pitch"": 119.92, ""pitch_range"": 155.49, ""pitch_std"": 37.22, ""mean_energy"": 0.08995, ""energy_std"": 0.04311, ""mean_zcr"": 0.1746, ""duration"": 20.0}"
clip_0606,Calm,0.7729,High Stress,0.7,Calm,0.4637,True,"{""mean_pitch"": 126.31, ""pitch_range"": 152.86, ""pitch_std"": 37.92, ""mean_energy"": 0.0902, ""energy_std"": 0.04275, ""mean_zcr"": 0.1926, ""duration"": 20.0}"
clip_0607,Calm,0.9463,Calm,0.65,Calm,0.8278,False,"{""mean_pitch"": 123.49, ""pitch_range"": 138.68, ""pitch_std"": 34.95, ""mean_energy"": 0.08791, ""energy_std"": 0.04301, ""mean_zcr"": 0.1989, ""duration"": 20.0}"
clip_0608,Calm,0.9461,Calm,0.65,Calm,0.8277,False,"{""mean_pitch"": 113.74, ""pitch_range"": 118.68, ""pitch_std"": 33.37, ""mean_energy"": 0.09047, ""energy_std"": 0.04209, ""mean_zcr"": 0.2004, ""duration"": 20.0}"
clip_0609,Calm,0.9162,High Stress,0.7,Calm,0.5497,True,"{""mean_pitch"": 172.56, ""pitch_range"": 1407.82, ""pitch_std"": 264.35, ""mean_energy"": 0.09155, ""energy_std"": 0.03995, ""mean_zcr"": 0.1985, ""duration"": 20.0}"
clip_0610,Calm,0.9509,High Stress,0.7,Calm,0.5705,True,"{""mean_pitch"": 127.16, ""pitch_range"": 191.72, ""pitch_std"": 42.3, ""mean_energy"": 0.07032, ""energy_std"": 0.03738, ""mean_zcr"": 0.1937, ""duration"": 20.0}"
clip_0611,Calm,0.8554,Calm,0.65,Calm,0.7732,False,"{""mean_pitch"": 117.52, ""pitch_range"": 129.07, ""pitch_std"": 31.81, ""mean_energy"": 0.09104, ""energy_std"": 0.04107, ""mean_zcr"": 0.1903, ""duration"": 20.0}"
clip_0612,Calm,0.9321,High Stress,0.7,Calm,0.5592,True,"{""mean_pitch"": 133.67, ""pitch_range"": 169.41, ""pitch_std"": 40.94, ""mean_energy"": 0.09059, ""energy_std"": 0.04208, ""mean_zcr"": 0.1885, ""duration"": 20.0}"
clip_0613,Calm,0.8744,Calm,0.65,Calm,0.7847,False,"{""mean_pitch"": 117.93, ""pitch_range"": 130.58, ""pitch_std"": 33.08, ""mean_energy"": 0.09267, ""energy_std"": 0.03732, ""mean_zcr"": 0.1922, ""duration"": 20.0}"
clip_0614,High Stress,0.6496,High Stress,0.7,High Stress,0.6698,False,"{""mean_pitch"": 124.5, ""pitch_range"": 185.85, ""pitch_std"": 41.86, ""mean_energy"": 0.09042, ""energy_std"": 0.04241, ""mean_zcr"": 0.1964, ""duration"": 20.0}"
clip_0615,Calm,0.5,High Stress,0.7,Calm,0.3,True,"{""mean_pitch"": 119.59, ""pitch_range"": 157.15, ""pitch_std"": 40.8, ""mean_energy"": 0.08738, ""energy_std"": 0.04841, ""mean_zcr"": 0.1958, ""duration"": 20.0}"
clip_0616,Calm,0.7365,High Stress,0.7,Calm,0.4419,True,"{""mean_pitch"": 124.39, ""pitch_range"": 171.75, ""pitch_std"": 34.29, ""mean_energy"": 0.05795, ""energy_std"": 0.03987, ""mean_zcr"": 0.1749, ""duration"": 19.968}"
clip_0617,Calm,0.8757,High Stress,0.7,Calm,0.5254,True,"{""mean_pitch"": 117.25, ""pitch_range"": 262.32, ""pitch_std"": 68.98, ""mean_energy"": 0.08265, ""energy_std"": 0.05466, ""mean_zcr"": 0.1937, ""duration"": 17.472}"
clip_0618,Calm,0.9638,Calm,0.65,Calm,0.8383,False,"{""mean_pitch"": 165.59, ""pitch_range"": 140.73, ""pitch_std"": 39.56, ""mean_energy"": 0.06611, ""energy_std"": 0.07422, ""mean_zcr"": 0.22, ""duration"": 2.624}"
clip_0619,Calm,0.9619,Calm,0.65,Calm,0.8371,False,"{""mean_pitch"": 136.54, ""pitch_range"": 86.06, ""pitch_std"": 22.92, ""mean_energy"": 0.07572, ""energy_std"": 0.06422, ""mean_zcr"": 0.163, ""duration"": 2.272}"
clip_0620,Calm,0.9487,Calm,0.65,Calm,0.8292,False,"{""mean_pitch"": 132.89, ""pitch_range"": 103.56, ""pitch_std"": 28.93, ""mean_energy"": 0.07831, ""energy_std"": 0.0609, ""mean_zcr"": 0.0966, ""duration"": 2.112}"
clip_0621,Calm,0.9462,Calm,0.65,Calm,0.8277,False,"{""mean_pitch"": 100.49, ""pitch_range"": 91.75, ""pitch_std"": 24.38, ""mean_energy"": 0.0715, ""energy_std"": 0.04513, ""mean_zcr"": 0.1552, ""duration"": 20.0}"
clip_0622,Calm,0.6486,High Stress,0.7,Calm,0.3892,True,"{""mean_pitch"": 130.3, ""pitch_range"": 185.68, ""pitch_std"": 48.21, ""mean_energy"": 0.08786, ""energy_std"": 0.04738, ""mean_zcr"": 0.1799, ""duration"": 20.0}"
clip_0623,Urgent,0.8677,Calm,0.65,Urgent,0.5206,True,"{""mean_pitch"": 124.85, ""pitch_range"": 142.8, ""pitch_std"": 40.52, ""mean_energy"": 0.08965, ""energy_std"": 0.04364, ""mean_zcr"": 0.1838, ""duration"": 20.0}"
clip_0624,Calm,0.9788,High Stress,0.7,Calm,0.5873,True,"{""mean_pitch"": 122.57, ""pitch_range"": 155.87, ""pitch_std"": 36.16, ""mean_energy"": 0.06941, ""energy_std"": 0.04322, ""mean_zcr"": 0.1581, ""duration"": 19.968}"
clip_0625,Calm,0.9475,Calm,0.65,Calm,0.8285,False,"{""mean_pitch"": 117.12, ""pitch_range"": 86.26, ""pitch_std"": 25.41, ""mean_energy"": 0.08064, ""energy_std"": 0.05899, ""mean_zcr"": 0.1835, ""duration"": 20.0}"
clip_0626,Calm,0.9588,High Stress,0.7,Calm,0.5753,True,"{""mean_pitch"": 118.1, ""pitch_range"": 175.83, ""pitch_std"": 34.99, ""mean_energy"": 0.09049, ""energy_std"": 0.0421, ""mean_zcr"": 0.1864, ""duration"": 20.0}"
clip_0627,Calm,0.9081,High Stress,0.7,Calm,0.5449,True,"{""mean_pitch"": 119.18, ""pitch_range"": 174.75, ""pitch_std"": 40.5, ""mean_energy"": 0.0908, ""energy_std"": 0.04158, ""mean_zcr"": 0.1539, ""duration"": 20.0}"
clip_0628,Calm,0.8296,High Stress,0.7,Calm,0.4978,True,"{""mean_pitch"": 124.8, ""pitch_range"": 1920.26, ""pitch_std"": 141.51, ""mean_energy"": 0.08875, ""energy_std"": 0.04579, ""mean_zcr"": 0.1746, ""duration"": 20.0}"
clip_0629,Calm,0.9166,High Stress,0.7,Calm,0.5499,True,"{""mean_pitch"": 130.81, ""pitch_range"": 150.44, ""pitch_std"": 41.91, ""mean_energy"": 0.08846, ""energy_std"": 0.04627, ""mean_zcr"": 0.172, ""duration"": 20.0}"
clip_0630,Calm,0.8884,High Stress,0.7,Calm,0.5331,True,"{""mean_pitch"": 108.59, ""pitch_range"": 179.93, ""pitch_std"": 39.2, ""mean_energy"": 0.08772, ""energy_std"": 0.04768, ""mean_zcr"": 0.1753, ""duration"": 20.0}"
clip_0631,Calm,0.8957,Calm,0.65,Calm,0.7974,False,"{""mean_pitch"": 121.21, ""pitch_range"": 143.45, ""pitch_std"": 35.43, ""mean_energy"": 0.08304, ""energy_std"": 0.05549, ""mean_zcr"": 0.209, ""duration"": 13.504}"
clip_0632,Calm,0.912,Calm,0.65,Calm,0.8072,False,"{""mean_pitch"": 130.64, ""pitch_range"": 34.0, ""pitch_std"": 8.41, ""mean_energy"": 0.07243, ""energy_std"": 0.04536, ""mean_zcr"": 0.2129, ""duration"": 4.96}"
clip_0633,Calm,0.7687,High Stress,0.7,Calm,0.4612,True,"{""mean_pitch"": 109.85, ""pitch_range"": 160.51, ""pitch_std"": 39.28, ""mean_energy"": 0.08965, ""energy_std"": 0.04427, ""mean_zcr"": 0.1639, ""duration"": 20.0}"
clip_0634,Calm,0.9395,High Stress,0.7,Calm,0.5637,True,"{""mean_pitch"": 111.44, ""pitch_range"": 178.7, ""pitch_std"": 33.62, ""mean_energy"": 0.0884, ""energy_std"": 0.04657, ""mean_zcr"": 0.1966, ""duration"": 20.0}"
clip_0635,High Stress,0.9747,High Stress,0.7,High Stress,0.8648,False,"{""mean_pitch"": 129.32, ""pitch_range"": 196.22, ""pitch_std"": 50.96, ""mean_energy"": 0.09116, ""energy_std"": 0.04071, ""mean_zcr"": 0.157, ""duration"": 20.0}"
clip_0636,Urgent,0.65,Calm,0.65,Urgent,0.39,True,"{""mean_pitch"": 117.78, ""pitch_range"": 128.75, ""pitch_std"": 34.61, ""mean_energy"": 0.07409, ""energy_std"": 0.0461, ""mean_zcr"": 0.1732, ""duration"": 15.872}"
clip_0637,Calm,0.9746,Calm,0.65,Calm,0.8448,False,"{""mean_pitch"": 164.41, ""pitch_range"": 59.46, ""pitch_std"": 15.07, ""mean_energy"": 0.06905, ""energy_std"": 0.07168, ""mean_zcr"": 0.2373, ""duration"": 3.456}"
clip_0638,High Stress,0.7409,Calm,0.65,High Stress,0.4445,True,"{""mean_pitch"": 138.54, ""pitch_range"": 90.46, ""pitch_std"": 21.86, ""mean_energy"": 0.08464, ""energy_std"": 0.05224, ""mean_zcr"": 0.1694, ""duration"": 2.944}"
clip_0639,Calm,0.7578,Calm,0.65,Calm,0.7147,False,"{""mean_pitch"": 141.4, ""pitch_range"": 97.8, ""pitch_std"": 22.02, ""mean_energy"": 0.08716, ""energy_std"": 0.04837, ""mean_zcr"": 0.2099, ""duration"": 5.6}"
clip_0640,Calm,0.888,Calm,0.65,Calm,0.7928,False,"{""mean_pitch"": 132.13, ""pitch_range"": 134.76, ""pitch_std"": 25.28, ""mean_energy"": 0.08521, ""energy_std"": 0.05193, ""mean_zcr"": 0.2061, ""duration"": 7.68}"
clip_0641,Calm,0.9443,Calm,0.65,Calm,0.8266,False,"{""mean_pitch"": 137.79, ""pitch_range"": 69.53, ""pitch_std"": 12.11, ""mean_energy"": 0.08661, ""energy_std"": 0.04943, ""mean_zcr"": 0.2052, ""duration"": 5.792}"
clip_0642,Calm,0.9297,Calm,0.65,Calm,0.8178,False,"{""mean_pitch"": 133.03, ""pitch_range"": 100.84, ""pitch_std"": 23.56, ""mean_energy"": 0.08373, ""energy_std"": 0.05416, ""mean_zcr"": 0.2305, ""duration"": 5.728}"
clip_0643,Calm,0.9429,High Stress,0.7,Calm,0.5658,True,"{""mean_pitch"": 109.71, ""pitch_range"": 158.44, ""pitch_std"": 35.12, ""mean_energy"": 0.08963, ""energy_std"": 0.04414, ""mean_zcr"": 0.1671, ""duration"": 20.0}"
clip_0644,Urgent,0.7447,High Stress,0.7,Urgent,0.4468,True,"{""mean_pitch"": 162.12, ""pitch_range"": 1931.94, ""pitch_std"": 305.9, ""mean_energy"": 0.08901, ""energy_std"": 0.04532, ""mean_zcr"": 0.1784, ""duration"": 20.0}"
clip_0645,Calm,0.7351,High Stress,0.7,Calm,0.441,True,"{""mean_pitch"": 141.25, ""pitch_range"": 192.23, ""pitch_std"": 56.21, ""mean_energy"": 0.09037, ""energy_std"": 0.04242, ""mean_zcr"": 0.1596, ""duration"": 20.0}"
clip_0646,Calm,0.9029,High Stress,0.7,Calm,0.5417,True,"{""mean_pitch"": 111.32, ""pitch_range"": 167.11, ""pitch_std"": 41.91, ""mean_energy"": 0.08744, ""energy_std"": 0.0482, ""mean_zcr"": 0.1736, ""duration"": 20.0}"
clip_0647,Calm,0.755,Calm,0.65,Calm,0.713,False,"{""mean_pitch"": 89.42, ""pitch_range"": 51.53, ""pitch_std"": 12.34, ""mean_energy"": 0.08395, ""energy_std"": 0.0534, ""mean_zcr"": 0.1745, ""duration"": 3.616}"
clip_0648,High Stress,0.7296,Calm,0.65,High Stress,0.4377,True,"{""mean_pitch"": 119.08, ""pitch_range"": 39.79, ""pitch_std"": 10.85, ""mean_energy"": 0.0641, ""energy_std"": 0.06605, ""mean_zcr"": 0.1604, ""duration"": 3.84}"
clip_0649,Calm,0.8757,High Stress,0.7,Calm,0.5254,True,"{""mean_pitch"": 127.62, ""pitch_range"": 262.32, ""pitch_std"": 79.49, ""mean_energy"": 0.07768, ""energy_std"": 0.0544, ""mean_zcr"": 0.1952, ""duration"": 19.808}"
clip_0650,Calm,0.3772,Calm,0.65,Calm,0.4863,True,"{""mean_pitch"": 108.16, ""pitch_range"": 85.96, ""pitch_std"": 23.02, ""mean_energy"": 0.08164, ""energy_std"": 0.05679, ""mean_zcr"": 0.1494, ""duration"": 2.88}"
clip_0651,Frustrated,0.9501,Calm,0.65,Frustrated,0.57,True,"{""mean_pitch"": 105.35, ""pitch_range"": 74.8, ""pitch_std"": 19.09, ""mean_energy"": 0.07884, ""energy_std"": 0.06059, ""mean_zcr"": 0.1783, ""duration"": 2.912}"
clip_0652,Calm,0.4099,Calm,0.65,Calm,0.5059,True,"{""mean_pitch"": 133.8, ""pitch_range"": 140.71, ""pitch_std"": 24.97, ""mean_energy"": 0.04944, ""energy_std"": 0.04983, ""mean_zcr"": 0.1287, ""duration"": 7.712}"
clip_0653,Calm,0.9558,High Stress,0.7,Calm,0.5735,True,"{""mean_pitch"": 153.86, ""pitch_range"": 168.31, ""pitch_std"": 39.5, ""mean_energy"": 0.08586, ""energy_std"": 0.05103, ""mean_zcr"": 0.1522, ""duration"": 20.0}"
clip_0654,Calm,0.9393,High Stress,0.7,Calm,0.5636,True,"{""mean_pitch"": 154.77, ""pitch_range"": 408.5, ""pitch_std"": 59.86, ""mean_energy"": 0.08711, ""energy_std"": 0.0486, ""mean_zcr"": 0.1781, ""duration"": 20.0}"
clip_0655,Calm,0.6194,High Stress,0.7,Calm,0.3716,True,"{""mean_pitch"": 150.41, ""pitch_range"": 186.88, ""pitch_std"": 34.48, ""mean_energy"": 0.07684, ""energy_std"": 0.05115, ""mean_zcr"": 0.207, ""duration"": 20.0}"
clip_0656,Frustrated,0.4819,High Stress,0.7,Frustrated,0.2891,True,"{""mean_pitch"": 135.53, ""pitch_range"": 161.02, ""pitch_std"": 37.74, ""mean_energy"": 0.06908, ""energy_std"": 0.03656, ""mean_zcr"": 0.1909, ""duration"": 19.968}"
clip_0657,Calm,0.7732,High Stress,0.7,Calm,0.4639,True,"{""mean_pitch"": 149.6, ""pitch_range"": 160.16, ""pitch_std"": 43.8, ""mean_energy"": 0.0876, ""energy_std"": 0.04767, ""mean_zcr"": 0.2017, ""duration"": 20.0}"
clip_0658,Calm,0.9261,High Stress,0.7,Calm,0.5557,True,"{""mean_pitch"": 115.51, ""pitch_range"": 173.12, ""pitch_std"": 41.11, ""mean_energy"": 0.08734, ""energy_std"": 0.04851, ""mean_zcr"": 0.1638, ""duration"": 20.0}"
clip_0659,Calm,0.8802,High Stress,0.7,Calm,0.5281,True,"{""mean_pitch"": 125.65, ""pitch_range"": 188.33, ""pitch_std"": 43.5, ""mean_energy"": 0.0871, ""energy_std"": 0.04895, ""mean_zcr"": 0.1635, ""duration"": 20.0}"
