clip_id,text,word_count,language,is_empty,is_very_short
clip_0630,"No one interrupts, we are good. Car is not charged. Charge on IRPM reminder, go and push from behind. Box, box. Box, box. That was 216. We think single push, you agree?",32,en,False,False
clip_0631,"Yeah, same approach, I struggled on the last stop, I'm a star. So, against Harvard, Indian, the two places are 123 and 6, so I think things were faster than before.",31,en,False,False
clip_0632,"I can zoom into those corners. So yeah, see the light before you apply it, let's do it better.",19,en,False,False
clip_0633,"The bearman is opening a lap on the line now. Three behind, two behind now. The truck is clear behind, you know. You can go easy on power. And turn it very slow around you there. You can go charge off.",41,en,False,False
clip_0634,"of you Russell, four seconds we don't slow down, no weaving in the back straight, multi-beat one position ten, position is very good, we think Russell in front will not be pushing next up, and full pass corner.",38,en,False,False
clip_0635,"IRPM reminder Dear behind Mate, front one is fucking terrifying. They're not ready. Copy that, we are reviewing. Middle part of the lap is definitely better, but 14 is a lot, every lap is different. I love this one.",39,en,False,False
clip_0636,"I'm not sure what's wrong. A box box. An advice is to keep second gear longer in turn 12. Box box. Jumping. Yeah, I had a massive, massive snap this week.",31,en,False,False
clip_0637,Yes. Happy to keep the flap.,6,en,False,False
clip_0638,"I can't be very sorry for Peter. Happy to see you, sir.",12,en,False,False
clip_0639,"Okay, so all the systems want to trace you, the only place we are losing to Arvid, so he's breaking",20,en,False,False
clip_0640,"low, not as hard as you are doing, so he's pitching less the car and he's rolling more the car later in the corner with a wider line in put on 2.",32,en,False,False
clip_0641,"bit coping is, driving is going forward offset if you want, offset 0 and then we go offset minus 1 after 10.4.",22,en,False,False
clip_0642,Happy to get what sir? We can go to zero now and then like that we don't just sink into the after a platform.,24,en,False,False
clip_0643,Copy. Reminder 8 seconds captain time frame. Back it clear. This time we will do some weaving in the back straight. Copy. Be easy on power and work on the front. This regard to virtual mirror.,36,en,False,False
clip_0644,"I don't think it's correct Yeah, I can't fix it You have RVD in front, click, second Open behind, five, all out Starts off RVD 5.5 in front You're good",30,en,False,False
clip_0645,"We have a yellow in a double yellow lascona double yellow lascona Wait Oh, maybe Slow-mo down This is in lap I do what happens, I mean it doesn't matter but 11 just keep something different",36,en,False,False
clip_0646,"before, everything up for them, fine. Yeah, we saw that review. Keep this depth on the dust, parking the corners. Lift off and the plate. Need some lift. In turn 14, back in.",33,en,False,False
clip_0647,next one on the back. Vox box.,7,en,False,False
clip_0648,"This was P14, unfortunately with that yellow plug.",8,en,False,False
clip_0649,Thanks for watching guys!,4,en,False,False
clip_0650,"I don't know what it is, it's just I can feel it on my arm.",15,en,False,False
clip_0651,That's worse. That's worse. I hope it needs to get back where it was.,14,en,False,False
clip_0652,"Okay, go for that.",4,en,False,False
clip_0653,"They are in the pitch. Don't burn out if you can. Slow mode on. You are baseline plus 3. Some full throttle where you can. We can get some full throttle in the back straight and no lift off required. Good braking time. 3 long, 1 short.",47,en,False,False
clip_0654,"You will be offset minus one, push toggle on and slow mode off. Remind the foot on brake, remind it to go when the blue lights come, last car on the grid. Boost available if you want. Mode 6, this is P7. We start managing the tires now. In front of you, color pinto.",54,en,False,False
clip_0655,hard. Offset zero if you want. You will need a bit more management turn 13 exit. Okay I get up on my ass. Yeah it's okay. You can do a step more in seven and eight then. Okay. Full toggle if you want seven eight. One more step turn seven please. Okay.,52,en,False,False
clip_0656,"Yes, confirm Liam. What if it's raining? Copy. Meet 4, happy for offset minus 1. Entry 7, turn 9, you can hold 30 for longer. Okay. Will TB 15, position 4. Stop it. You can try 1.",37,en,False,False
clip_0657,"try the line turn 2 I'm gonna lose all the time here multi B7 position 3 guys we are reviewing yeah 2K I'm just gonna lose time I think we got a box to push out you can push Liam, push push box, box, Liam, box copy box",48,en,False,False
clip_0658,"Who's available? Yellow where you are. Safety car, LMS safety car, slow mode on. Safety copy. Yes. Work on your fronts, offset 2, mode 4 in the background. You're doing well on the Delta, keep doing this. Double yellow where you are. See you again.",45,en,False,False
clip_0659,"Has it hurt us badly? It's not ideal, but we will recover. A lot of people started on hard, so we can raise them to the end. Do people box from hard to medium on this stop? Negative Liam. So we are still fighting a lot of cars who started on hard.",52,en,False,False
clip_0660,and we think maybe using a wider line apex 2 might help the front left. Mode 11 and slow mode off. If we can get some proof throttle you can go offset 3 if you can take it. Slow mode on. Mode 4 in the background you can catch the pack.,51,en,False,False
clip_0661,"Double yellow in turn 2. Some full throttle where you can for temperatures. For information, the other car had draining on the heart, so we still need to protect the front left. Okay, copy. And heart weaving where you can. So it was a big, heavy, roughest room.",48,en,False,False
clip_0662,"Yes, that's how old they are.",6,en,False,False
clip_0663,"And yeah, our launch in front of you is from the start and Hülkenberg in P8 is also from the start. Some cool parts about what you can. Safety car will be in this lap. Mode 11 slow mode off. Charge on. Mode 4 in the background. You can go offset minus 1. And for the...",56,en,False,False
clip_0664,you can get a lower gear to start.,8,en,False,False
clip_0665,"and racing from the line. You can go charge off now and close to the current front. Boost available, boost available. Pull probably turn 7-8, boost available. Stay on the racing line in the back straight. We can push one more step than 7-8. Engine full.",46,en,False,False
clip_0666,position 3 I have no energy overall it was like a bitch the guys around me yes Liam they had overtake we will have it next lap likely overtake is now active boost available why are we fighting on this?,40,en,False,False
clip_0667,"the printer is holding the back, ghastly, same tires as you, Pudgenberg, old hard. I feel like I have really poor energy down the back side. As in front have overtake mode, Pugleton 7.8. Pudgenberg now in front of you, old hard. Really bad braking, couldn't see anything.",48,en,False,False
clip_0668,"I am 14, just let left with sound, even check. Bobby, you can press boost out of 14 to get within a second of Holkenberg. Bobby, I need to get closer before I can do this. Bobby, compared to Holkenberg, we're losing braking, 3-11.",44,en,False,False
clip_0669,"Full toggle 789, we are losing to Hülkenberg, minimum speed turn 8. Up and to go. Liam, we are P11 and in front of us we cast and it's still to box behind us. We are happy to remove lift off if you want. Upshift to 8, main straight, behind you.",51,en,False,False
clip_0670,Isaac 1.3 Just give me a hand for that overtake one That was a good lap Liam No one has overtake for now We have every turn 2-3 Liam race update We are P9 in front of us Fulkenberg still needs to pit Overtake is now active for us Gustave,50,en,False,False
clip_0671,The,1,en,False,True
clip_0672,"the rear. What's the most important thing to do with the battery? What you do is good, you can press and hold every straight, every back straight. If you are not under threat, you can just leave the battery to do its thing. You're doing good here. Upshift to 8 here on this straight. Entry 6 to protect the front.",60,en,False,False
clip_0673,if you can. The stop in front of you will be slow. Repeat Liam. Shape 2. Liam is behind reporting same issues with the front.,25,en,False,False
clip_0674,"Entry 6 if you want and 10 laps to go. Authorize the ship. Isaac is out of range of overtake now. You are faster than is the behinds. All done. If you want to protect the fronts, offset minus 1. Careful rear locking, 6 and 14. Stopping. Keep using your rears to keep the balance in the...",57,en,False,False
clip_0675,"Good place. Copy that, I will indicate what the policy was. All OK. On the line will be five laps remaining. Careful braking turn 14, not a fast construction. On the line two more laps. Last lap. Copy. Check it clearly and...",42,en,False,False
clip_0676,"27, 27 were done. Don't like safety cars, but with score points anyway Well, that's not what I expected so Very very well done. Very very well done. I think honestly we what we have the pace we have that was Everything we could do with the car",48,en,False,False
clip_0677,"Managed tyres, very very good job everyone. Very good job staying ahead of it, very well done. Fail 84, fail. Fail 80, miss Allen, well done mate, impressive. That is right up there with your best, so really really well done mate.",42,en,False,False
clip_0678,"Thanks Alan, honestly everyone did a great job. That's pretty cool for the speed we had, that's very very good. Copy that.",22,en,False,False
clip_0679,Thanks for watching guys!,4,en,False,False
clip_0680,"It's 15 seconds. The steady throttle application is accepted. The PUS goal. Zero, one, two, three, seven,",17,en,False,False
clip_0681,"brakes, recharge off to 4 turn 14, and application exit to 4 turn 14. Charge on. Very nice of that armadillo. Very good feedbacks. Very nice of that armadillo, just keep driving around.",33,en,False,False
clip_0682,"The rules allow it to be perfect. You have pre-tied and you have the clear at 3.5. Get up, it's way before 6. He's on push now. Okay.",28,en,False,False
clip_0683,"Let's assume so Max, I don't know. I don't know, I can't see the delta, it's just not taking me. I think you could ignore your delta when somebody overtakes you. I have no choice anyway.",36,en,False,False
clip_0684,watch the throttle application to the left let's go I'm not a crackler I'm just making progress finish the left slow button and pox is left slow button and pox is left you got Astrid behind,36,en,False,False
clip_0685,"So, Stroll coming through and keep up the pace of the race. And, Fernando, four seconds. Fernando, 2.5, let him through before 7.40. And, Pops. And, look out for the Wave Bridge.",32,en,False,False
clip_0686,"Suspect or Con is on a slow lap. Could be going again. Austin on break. Now recharge off. Low button, handbox is flat. Slow button, handbox.",26,en,False,False
clip_0687,"I take the exit to the second floor, I'm going to exit last one I just keep going to the right bit there I just can't stop, I'm driving on off by the way",34,en,False,False
clip_0688,"Easy throttle exit temple team Norris is gone. So just pedestrian Slow button and box please slow Slow button please max a box to the top of Norris behind you Yeah, I have two guns and really",37,en,False,False
clip_0689,shitty places Russell's three seconds 2.7 2.4 Russell two seconds Russell still two seconds 1.5 Oh,16,en,False,False
clip_0690,I'm not looking at Fox Max Zero one two three Seven seven through turn 16,15,en,False,False
clip_0691,"a lap. No threats behind him. Yeah, six seconds. 7, 3.5. Track is near behind. On-ceal up brakes. Recharge off before turn 14. Easy throttle.",25,en,False,False
clip_0692,"Exit samples. Slow button. Boxes left. Keep up the pace. Box max. 0, 1, 2, 3, 4, 5, 6, 7, 8.",21,en,False,False
clip_0693,Crack is clear behind Focused on tyres Positive on brakes Recharge off Easy on throttle exit Slow button practice now popped,21,en,False,False
clip_0694,"Oh, man. It's a good one. I'm ready. What the fuck? My god! Can we have a wide open throttle to turn? We'll take a little bit. Just to set the speed.",32,en,False,False
clip_0695,,0,en,True,True
clip_0696,This is the,3,en,False,False
clip_0697,"Yes, correct, man. Piaz Sri was world off the grid.",10,en,False,False
clip_0698,"Yep. In lane speed limiter on. Let's get some good brake temperature for the first half of the straight. The engine RPM dropped too low. OK, reminder for the boost button. Mass carb back at the grid.",37,en,False,False
clip_0699,"Now. Sorry, that's a mistake once. Max rev-met gear 1, turn 6. To avoid lag. If I want one, I can see that I'm going to... See.",27,en,False,False
clip_0700,I don't know what to do because sitting here and it's like I was looking it's Try to get through as efficiently as possible Max but without over stressing the areas Oh I died Oh it's a pig,38,en,False,False
clip_0701,Please max box pick up the strap as well While on on the exit a yellow is where you are now Strollness stop a hard time,26,en,False,False
clip_0702,"work be totally resilient to graining maps. Save the card and play. Dash monster, save the card, dash monster. Staying out. So slow button, I'll play slow button. Display 10, position 1, display 10.",34,en,False,False
clip_0703,"So currently P13, five cars ahead did not stop. Let's call it a bit slower. The target would be to the pride nurses to the end.",26,en,False,False
clip_0704,and the dynamic in this target would be struner this to the end so look after it I'll try everybody probably in the south,24,en,False,False
clip_0705,"So, same car is in this lap. Now have slow off. And then when the train goes, there's more to do. So, you're on the braking. Copy.",27,en,False,False
clip_0706,"Stay online on this main straight please. Stay left in every hotline. In good 14 position 1 when you can, Max. When you can. Hey, my fucking face, mate!",29,en,False,False
clip_0707,"So increase your lift off just try and get that battery on max So this is my north, over 10m This is a standard deployment for no overtaking Ok so, bare with last lap 37.6 Max, we equal",38,en,False,False
clip_0708,"increase the lift off by around 50m, turn 14 and turn 1 easy on the brake pedal as well, those two corners 7, 37, 4 the same goes, it feels heavier and heavier stand by",35,en,False,False
clip_0709,"This is reasonable Max, give your head down. Reduce time management please Max, turn 7 and turn 8. Reduce time management. Give it away a second now to the leaders. It's in those three corners. Wait seven and eight, one second.",41,en,False,False
clip_0710,"No, it's the sector one second, but it's predominantly those three corners Gazzley 371 My tires are too, I just can't really do So I've made lost to a car head and car behind, it's actually breaking",37,en,False,False
clip_0711,"and exit of turn six oh, now I'm going to set my own road I am supposed to be on your side Max, trying to give you some help and some information, nothing further that's it wait I need to let the six of us",45,en,False,False
clip_0712,"and the lift is not required it's going half the way, it's lifting, right? hold on a sec I'm setting the lift, 114 yes please, thank you so we're going ahead 37.2",32,en,False,False
clip_0713,"Gasly for my number 36 Engine 11, engine 11, position 5 They've made the right one, Sarah's so great We think Gasly's in a similar situation, Max Seems to be fairly constant for him",34,en,False,False
clip_0714,"No, I'm not affecting his pace. Talk eight and seven are available if you'd like to. Okay, Max, let's retire the car, please. Retire the car. Right, you think that I need to press?",34,en,False,False
clip_0715,"I need to go on somewhere to work with the pits. Ah, let's crawl it back home. Got Lawson and Hajar, three seconds. Collar pits are coming through. And Tanelli approaching.",31,en,False,False
clip_0716,"at four seconds, let him through before 14. Okay, and box max, box, on the box, switch on.",18,en,False,False
clip_0717,Thanks for watching guys!,4,en,False,False
clip_0718,the,1,en,False,True
clip_0719,"Okay, let's fire up, fire up. Okay, and you can switch off.",12,en,False,False
clip_0720,"There is some metal piece on my front right tire here on the top surface, maybe someone can break that off.",21,en,False,False
clip_0721,"Yeah, once coming to have a look, I'll just make sure that we are able to touch the car while it's in the bus.",24,en,False,False
clip_0722,radio check? Yeah radio is good Niko,7,en,False,False
clip_0723,"and one minute, one T seconds until pit lane open. I'll ask you to fire up in about 15 seconds.",20,en,False,False
clip_0724,"Okay, you can fire up. 30 seconds. 15. The cars in front signed to Albin are on new song. We believe they are doing a build-up. The rear tempers are not showing correctly on this set.",36,en,False,False
clip_0725,"Yes, I see the same. And box, Niko box. First car on track is scroll. We close switch scroll on to exit. And next is Alonso, 10 seconds opening now. The car in front is Lin the Blad. He's on an out lap. Not sure what he's doing.",48,en,False,False
clip_0726,to do Alonzo seven seconds behind pushing not sure what Linbler is gonna do we think he's gonna push we are in sync with Linbler in front so you can build a bit of a gap now and Alonzo four behind pushing awesome three seconds pushing,46,en,False,False
clip_0727,"Okay, charge on, all clear from behind. And currently P2, Gabi P3 with a 34.35. And we suggest high speed at 11, high speed at 11. Virtual bear is not working, it's not good, it's behind.",36,en,False,False
clip_0728,"Yeah, Antonelli's behind, he's on an out lap and no one pushing at the moment. We also still see the issue with the rear tire display in this set. The car is behind now, our Gabi in sync and then Russell is right behind him.",45,en,False,False
clip_0729,"He's also on an out lap. First car pushing is Hatchar, 19 seconds behind. Antonelli car in front could open now. Trike news, less heart throttle, opening this lap. Everything else was good. You can push.",36,en,False,False
clip_0730,"Car behind Hamilton, two seconds is opening now. Okay, let's box this lap. Worma feels good from my side like this. Wormcar and no traffic.",25,en,False,False
clip_0731,"Very little traffic Understood. How did the grip feel on the second place? It's okay, but not better Definitely not better for me First carpet and his sign is 9 seconds I think second level",35,en,False,False
clip_0732,the,1,en,False,True
clip_0733,"Nico, on our side, if we get a clean out lap, we think it's okay with no build lap. What do you think?",23,en,False,False
clip_0734,to make a missing some stability there,7,en,False,False
clip_0735,"and push. Okay, good luck. Charge button on. And first car pushing is Ghazly, 10 seconds. Give me some info. So Ghazly, five seconds behind pushing. Gabby just closed his lap. He's 33.9. U-333 currently.",35,en,False,False
clip_0736,AP 10 WU said new was new for Gabby and Gasly 3 behind and Bermin P6 with a 33.2 and next pushing is Golubekto 7 we are boxing this lap,30,en,False,False
clip_0737,"How was the balance for you Niko? A bit cleaner I would say. I think maybe just with tools, not with aerobalance, you go a bit more aggressive now. Two rotation.",31,en,False,False
clip_0738,"Okay understood, we'll have a look on our side as well.",11,en,False,False
clip_0739,"And now we are P11, Gasly P8 with a 33.28. And next car pushing is Norris 11 seconds. Norris nine seconds, in fact, will be clear in front. You can push. Car behind Gasly one second.",36,en,False,False
clip_0740,"is opening now the next gas preve six seconds five seconds pressure Yeah, there's three or two seconds Just hit a seating there couldn't fight anymore Yeah, copy to come next public until three and a half seconds pressure public",40,en,False,False
clip_0741,"and the clerk really closed each other, call it a quank and a third, both two seconds behind. Okay, both now. And next car pushing is Hamilton, eight seconds. Hamilton, five seconds. Okay, that's P11 for us, Nico. Good job.",40,en,False,False
clip_0742,"And so very close to Q3, few hundredths behind HRP 10, sorry, two thousandths behind HRP 10. It's to the pit lane speed limiters, the radical.",26,en,False,False
clip_0743,Thanks for watching guys!,4,en,False,False
clip_0744,Copy. The medical you put the Defensi 9 on here and 6 mid.,13,en,False,False
clip_0745,"Yeah, it's just more closed than under the absolute grid. That's all. Did somebody set intentional?",16,en,False,False
clip_0746,Two cars are on soft hits both red bolts for stepping and had jar P8 P9,16,en,False,False
clip_0747,"the two cars behind you, Colopinto and Ocon are on par.",11,en,False,False
clip_0748,and then also lint blood p15.,6,en,False,False
clip_0749,"Alonzo 18, Earl 20, an album from the Pitlane on Heart.",11,en,False,False
clip_0750,"And that was target minus one, target minus one. And multi-function, blood position 10, multi-function, blood position 10. And we will go for four burnouts, four burnouts. And the last car is on the grid now. Car in front of us is Votos, behind is Stroll. And special 3D...",49,en,False,False
clip_0751,"turn 1, special 3, turn 1. Okay, good job Nico. Turned like a P13 car in front, bearman and signs. Yes, we're in a starting place here. Energy, just slow to speed I think. All the cars in front are in the overtake range. We are very close to getting it as well.",53,en,False,False
clip_0752,"The deployments will improve once we're there. Entry minus one. Entry minus one. And slightly more management. Exit 13. Exit 13. Signs in front might not have the overtake range. Might be out of range. Front's bareman and burstappen. Bareman medium, burstappen, soft. All of these guys are starting to get a little bit more.",55,en,False,False
clip_0753,"to suffer more from graining. Multi B10 position free, multi B10 position free. That's Lawson and Birstaphin in the pit lane. In front of Bairman is Lin Vlad on a hard currently B10. Doing a great job so far Nico this race is coming in our direction we are still on Plan A.",53,en,False,False
clip_0754,and safety car safety car mode SC mode SC a lot of people boxing but we are staying out we are staying out and if we box now we think we would only lose to Alonso we could potentially cheat a fresh heart how are the tires,47,en,False,False
clip_0755,for you uncle yeah that's how that's okay now the stable so yeah quite a mix between some port is already front limited some quite real limited ok copy so if we box we only lose 2 perlando now we would lose 2 perlando,44,en,False,False
clip_0756,"Yeah, you are their cars and they're closing so I think our opportunity is gone. So for Info, Polipinto, Ocon and Lin Vlad also stayed out. Polipinto and Ocon are in P2 and P3. And then Lin's Vlad is 2 in front of you and P6 we are P8. All the cars around you...",54,en,False,False
clip_0757,"are on hard. The ones behind are Gasly, Berman and Alonso. Alonso on used hard and Gasly and Berman on new hard. Ferrari in front is Leclerc, he's on new hard. And Nico just to run through the operations on safety car restart. When safety car is being put on",50,en,False,False
clip_0758,I can call for a mode race and then whenever we are restarting you will press and hold the energy button from turn 14 all the way to 16 and then 16 all the way to turn 1 so just keep energy pressed and held. What's up here to maintain temperature? Make up for info everyone that started on hard stayed out.,62,en,False,False
clip_0759,pretty much yeah everyone else bit a hard and we think most of them will try to go till the end. We are still on plan A. Could be the end of this one. And safety car will be in this one. You can stay in mode SC for now.,50,en,False,False
clip_0760,We will select mode race after turn 10. Mode race. And remind there will be a present hold energy from turn 14 all the way to turn 1. Safety car is in turn 14. The leader is in turn 14. Safety car is in the pit. The car behind is Bearman. We're going to have the drivability out of...,59,en,False,False
clip_0761,"Hello, over. Peace. Something else. Far behind Versatappel. And some debris on this straits, offline, on the right. And Linblad is out of overtake range. Okay, good job, Nico. Currently P11. P10. Our infarction is ghastly. Just look at this.",40,en,False,False
clip_0762,"They're just pulling away from us in every exit. Yeah, Nico, a lot of this is just related to if we are in overtake range or not. It should be better this lap if we are in range now. All the guys in front are in range. Yeah, I know you don't understand that, but stay in range for that further protein exit.",63,en,False,False
clip_0763,"Okay, we'll see if we can do something to help there. And Nico, think about a little bit of lift and post and brake balance rearwards in turn 14. And our craning situation looks much better than the other guys on the same strategy. To do pump, to be the lead losing boost. Fucking.",54,en,False,False
clip_0764,and let's go mid-2 and entry minus 1 mid-2 entry minus 1 so when you can sock 7 sock 7 13 25 less to go 31 31 85 laps,29,en,False,False
clip_0765,completed 31 to go. So in front of Gazelia's Ocon and Colofinto those are the two cars on the same starting hard same as you. We believe we have the pace on them we just need to be patient and get a chance to overtake. Who's the guy behind me?,50,en,False,False
clip_0766,"That's Lawson. And safety car window is open. Safety car window open. Left is the... Okay, copy. No left side. It's just good then. I feel it and it does look great. Understood, you go. Entry minus one. Entry minus...",40,en,False,False
clip_0767,"one. That's Ocon on the pit lane and EB plus two, engine braking plus two. Car in front are outside of overtake range. Small press energy in turn seven. Just waiting for saving. Now we're building a tire delta. This is good for us.",44,en,False,False
clip_0768,"What's up debris, offline drivers left in turn 3? Well, they're in the S-Border. No power. Please. Okay, Captain Niko. So, Ocon and Palakintso got tangled in turn 3, both of them spun and lost a lot of time. We are plenty clear of them now.",46,en,False,False
clip_0769,"Yeah, copy Unico. If we get overtaken we would box. How is the balance for Unico? What would you like to do on flap for the next 10?",28,en,False,False
clip_0770,to chill to chill to chill to chill to chill to chill to chill to chill to chill to chill to chill to chill,24,en,False,False
clip_0771,I'm doing plus three on the front wing plus three we can close the switches to help there you go sorry about that 20 laps to go 20 laps to go entry eight and mid five entry eight mid five we think 36 eight is required and v10 is still in the cards,53,en,False,False
clip_0772,36.8 and for Exit Niko we would need low 36 low 36 you can go soft 6 okay good job Niko we think a single press energy exit turn six is best for lap time single press exit turn six use the energy,43,en,False,False
clip_0773,"Radio quality is very poor, you can't hear you, but single-press energy is best for overall lap time. Exit turn six. And what you did now in turn six is perfect for us. That's Ocon three and a half seconds. Ocon has a ten second time penalty. Car behind three and a half seconds is the race leader, Antonelli.",59,en,False,False
clip_0774,"Red tree minus two and brake balance minus two and blue flags Dantanelli. Good job Nico. We kept the overtake range with Dantanelli. And Ocon is out of overtake range. Consider high speed ten, high speed ten. We will only get two blue flags, only get two...",47,en,False,False
clip_0775,"Blue flags, the next one is Russell, four and a half seconds behind. And first happen is slow in front, first happen slow in front, he will retire the car. He should be able to make it into the pit lane. He's in turn 14 now. Currently P 11, P 11, car in front, Colipinto, 13 seconds.",57,en,False,False
clip_0776,and signs in P9 is 16 seconds in front signs in P9 16 seconds in front he's on the 36 lap old hard he's 1.3 seconds lower than us and nine laps remaining nine laps remaining we have solid glue to Russell behind we can let him buy and support him,51,en,False,False
clip_0777,"the overtake range 16. Good job. Consider engine braking plus two. Consider entry minus one and high speed 10. 5 laps remaining. 5 laps. 10, 3 minus 1. 10, 3 minus 1. Consider EB plus two. And two laps remaining. Far behind the lens blade.",45,en,False,False
clip_0778,"seconds. Sock free, sock free. Starting the last lap now. You can press and hold enter now. Press and hold the whole street. And that's the checkered flag and P11 Niko, P11. And for info, Policinto caught up with Sines and was not able to overtake him. Sines P9",49,en,False,False
clip_0779,"in Pelopento P10 in front. And mode F-flap, mode F-flap. So Antonelli won the race, then Russell P2, Hamilton, Leclerc, three and four, then Bearman P5, Gazzly six, Lawson seven, Hatch R eight, and then Sines and Pelopento rounding out the points.",42,en,False,False
clip_0780,"Okay, good job Tene Niko. We'll get the points next time. Tanful is there.",14,en,False,False
clip_0781,Bye. Bye.,2,en,False,True
clip_0782,So we expect the other sync with them when we're on track.,12,en,False,False
clip_0783,"I guess you should go when the last car leaves the queue, you know.",14,en,False,False
clip_0784,"Yeah, definitely.",2,en,False,True
clip_0785,"How about 3, target 70 kph 26? Is that what rapid? Yeah, it looks like it. 220 kph 27. That's your merit. 100 kph 29. Sorry, you have no virtual merit question. Correct. Copy.",34,en,False,False
clip_0786,"250 industry here, Halbohlson 2.3 yeah, confirm, right behind industry, 1414, 275 if you can confirm, tailwind 20 kph, turn 6, turn 11 60 kph, turn 14",27,en,False,False
clip_0787,"As I head in behind I'll open up. More key. Mode in, mode in. Not far up, currently P6. No effect from behind. I'll take time in sector 1 mostly and feature in 1. Breaking.",35,en,False,False
clip_0788,"You were good in sector 23. You were good on timing but you could push on the unwind. I currently P7 348. Holly, do you think that double kill is new? Next run, first one. I don't think so. But that was my first push so maybe on my new tire I could.",53,en,False,False
clip_0789,"Okay, we're planning single fuel, Ollie, single fuel. Copy. Box, box is still clear behind. And we're good on timing. We've got about three minutes in the garage. We're wet, which... What was the wind in?",36,en,False,False
clip_0790,I had a bit of a snap in it.,9,en,False,False
clip_0791,How was the locking in step six? I did once for some bear with that let me know what you think on the outnub. Yeah we'll let you know. Right there on pit exit six by four if you want that's good. 23 behind Dusty 13 behind on the push. That's the last as you can.,56,en,False,False
clip_0792,"and then 70 kph in turn 6, 220 in turn 7, 170 in turn 8, 100 kph in turn 9, there's the 8 behind, 350 in the straight, 4 turn 11, 80 kph in turn 11,",36,en,False,False
clip_0793,"170 in turn 13, Gazzley 7 behind, there's a big gap behind him if we need it. Harder 280 in the straight, Gazzley 6 behind, Gazzley 5 still on 3.5 ahead. He kept the gap in turn 14.",38,en,False,False
clip_0794,"second gap behind, that's the two. Cute. Charge on, charge on, single go, single go. Off-lear behind, currently P7, 33.7. That's to my P9, 34.0.",25,en,False,False
clip_0795,"you lose two cans, the S-to-Lan in sector one mostly turned three. Thank you for some help. Copy. It's three behind our outlaw. Single cool, right? Sorry, I'll repeat. Single cool. Yeah, single cool. You're in single mode.",38,en,False,False
clip_0796,these cars that we think were safe we'll let you know we are safe and we'll open the next lap finish it we'll finish it? no we'll finish it ok Ali try a wider line and tighter up the earpicks,40,en,False,False
clip_0797,"It's just min-speed. Signs have a look in the lock. Yeah, I... I... There's a pencil there, I don't want to... Fuck this lock. Mode in, mode in. Let's check the flag.",32,en,False,False
clip_0798,"P9 Just want P11s up to 4 cars through, good job Fucking good job Okay, I'll turn 11 and we have a downgraded upship. So suggest the shift of 3rd gear For me please Yeah, you need more throttle to upshift with 3rd",43,en,False,False
clip_0799,"Exit 11. How was the balance Oli? Balance is good, I think I could have had 0.2 for the first push. Second push, starting at a bit or less. It's box. Box.",32,en,False,False
clip_0800,for the wave bridge and compared to 4 to that it will lose a bit 9 and 16,18,en,False,False
clip_0801,I think I could get away with 58 big balance in that sixth then because I keep going rearwards but that second lap I had that rear locking.,28,en,False,False
clip_0802,"Yeah, only last lap. Yeah, you did 57. There's quite a lot of rear locking, so I wouldn't go any more rearwish than that.",24,en,False,False
clip_0803,Do I have front locking? At any front locking?,9,en,False,False
clip_0804,"quite late as you're bleeding out the brakes, quite late, like low brake pressure. Oh, my second push that is.",20,en,False,False
clip_0805,"Yeah, your pass is not the second push. Okay. Yeah, I think it's because of the overstay though. And anything to close my death thoroughly in the last corner would be appreciated. I'm doing my tug of it, it's not doing it.",42,en,False,False
clip_0806,"Okay, there's a potential DX which you could do at the end of the back strip. I'll let you know if that's plausible. It doesn't affect the routine too much.",30,en,False,False
clip_0807,So it's both of that took in a do,9,en,False,False
clip_0808,"two dudes now yeah it's done really loose actually yeah, light and clear 1-0-0-6 behind pushing 1-0-0-4 220 in the straight 270 in the straight 1-0-0-3 270 KPH here",29,en,False,False
clip_0809,"22 21 220 kph turn 7, Russell 9 behind I got 100 kph in turn 9, Russell 7, Russell 5 I got 173",23,en,False,False
clip_0810,"Here is a big gap behind Russell 3. On the push lap, Russell 3, on the push lap you can try DX out of 14. DX10, so that's multi-green DX10 at the last corner on the push lap. Can I do it in the back straight?",46,en,False,False
clip_0811,"It will affect 14, it's behind, it's now in, it's currently P6, 33-2 so you might have noticed up and he's P5, Norris just behind, I've raised him down that time. Very nice lap, Ollie. Second quickest car.",38,en,False,False
clip_0812,sector 2. We're good on time. First cop pushing the Lawson 13 behind. I'll make them around the small P.U. gain by being slightly more gentle on the bottle out of 13. Lawson 5.5.,34,en,False,False
clip_0813,"five of boxing now this box is lost in three, lost in two someone on the half, box box yes the van has the wear bridge, will be ok we're good on timing we're in about four minutes in the garage and Ollie, if you're happy with",47,en,False,False
clip_0814,"Second gear turn 12. 53 up to exit. Up to exit. This keeps the way to this outlaw. Okay, only 220 in turn 7. We're hoping for you to do DX10. 4 turn 14 on the first lap.",38,en,False,False
clip_0815,"What will they do in turn 14? No effect in turn 14. It'll do what you want in 16. So 350 and the straight here. 80 kip, the hitch in turn 11. We've got 170, 315, Mr. Barn 9 ahead. We've got behind.",43,en,False,False
clip_0816,"275 and the straight. And the line that's multi-gream DX. First up, and the Q. Multi-gream DX10. Single yellow and 16.",21,en,False,False
clip_0817,"Double yellow in 16, double yellow in 16. It's gone, it's gone. Single where we are. Fire on the abortus. Fox. Get mode in. 78, you did it. So you're not too cool, you're less lag on the boot, but... Yeah, I was pretty anyway.",45,en,False,False
