clip_id,text_label,text_confidence,acoustic_label,acoustic_confidence,final_label,confidence,flagged_for_review,mean_pitch,pitch_range,pitch_std,mean_energy,energy_std,mean_zcr,duration,clean_text,word_count,label_id
clip_0137,Calm,0.9533,High Stress,0.7,Calm,0.572,False,129.33,150.81,47.5,0.08084,0.05761,0.1622,20.0,"i'm going to go back here. i'm going to be 3 per knots. 3 per knots and then i'm going to start it. if you push low, it takes a bit of luck. 3 per knots, now. left hand side 270.",37,0
clip_0019,Frustrated,0.3939,Calm,0.65,Calm,0.26,False,105.76,132.11,29.82,0.05884,0.03918,0.1831,20.0,"plus one, plus one on the black, we're gonna hold it in the box, plus one, reset, just gonna hold it in the box. and suck it for tires, so straight down, go switch that out. no pull, trouble turning, there's another behind. cross three opening, the last",50,0
clip_0973,High Stress,0.7469,Calm,0.65,High Stress,0.4481,False,122.95,130.17,37.23,0.08362,0.05465,0.1704,20.0,in front three tenths every lap peter i can't hear you on the bar street catching the cars in front three tenths every lap peter still quicker than both cars in front well how do you think this tyre would be if there was a safety car not good enough problem ok mate still catching peter,56,2
clip_0921,Calm,0.9366,Calm,0.65,Calm,0.822,False,111.64,116.75,30.01,0.08498,0.05235,0.1555,20.0,"the previous reference, but it seemed different. that lived into 11s, 50 meters, that was good. we want the same again please. fox, fox. so fox now watch for the way bridge lights on the way. and way bridge, way bridge, way bridge, we're good for time. okay mate, so coming up to the way bridge.",54,0
clip_0538,Calm,0.9384,High Stress,0.7,High Stress,0.5631,False,134.76,172.36,31.15,0.08772,0.04784,0.1452,20.0,"keep it up, the jars turn seven, we are going to open the lap. there are quite a few slow cars between you and sort of half opening 13 and 14, so we might get packed up a bit. the jars just in 10, jars in 10, 11, there's five cars still to go. about five seconds behind.",53,2
clip_0233,Calm,0.8264,Calm,0.65,Calm,0.7559,False,118.82,123.91,27.51,0.08277,0.05599,0.1872,20.0,"gap in front of russell, 10 seconds road push, target zero and box, charles box so, lewis p2, up3, lewis did 32, 8, 3, you do a 32, 9 trickers clear, botoletto, 14 seconds, next",26,0
clip_0662,Calm,0.8754,High Stress,0.7,Calm,0.5252,False,132.21,176.84,35.5,0.08788,0.04737,0.1689,20.0,"yes, that's how old they are.",6,0
clip_0103,Calm,0.9242,Calm,0.65,Calm,0.8145,False,121.03,149.19,40.44,0.08569,0.05121,0.1656,20.0,"a qprex, axe was flat at 7k. 10k, 7k. and the temp is at 0. i think it's around 60ms. level 4, please. no, it's about flat. that was good. focus on these front tires.",29,0
clip_0694,High Stress,0.3976,High Stress,0.7,Frustrated,0.28,False,129.37,460.43,92.92,0.08179,0.05243,0.1721,20.0,"oh, man. it's a good one. i'm ready. what the fuck? my god! can we have a wide open throttle to turn? we'll take a little bit. just to set the speed.",32,1
clip_0129,Calm,0.4998,Calm,0.65,Frustrated,0.5599,False,124.33,57.33,11.06,0.0765,0.06366,0.1401,3.328,"i'll bite and notice that was on hard, but he's not in the plane.",14,1
clip_1015,Frustrated,0.6959,High Stress,0.7,Frustrated,0.4176,False,141.84,407.25,98.38,0.05099,0.0688,0.1709,20.0,"what are we fighting on this? on to game. no dude, what the f ? okay, i don't know.",18,1
clip_0328,Calm,0.8094,Calm,0.65,Calm,0.7456,False,103.86,117.47,34.62,0.08839,0.04629,0.1762,20.0,"and box end of this lap, i'll say about valving out in two seconds, one and a half, it's clear behind 21 seconds to lawson on a lap um i'd like to box and flap and go again, that's a super half of the thing",44,0
clip_0118,Calm,0.8108,Calm,0.65,Calm,0.7465,False,94.94,101.32,18.94,0.08862,0.04605,0.1523,20.0,"5,000, we put the truck for the hour, please, 4 cars ok just alex was 348, that's a good lap, strong lap, the 315 3 cars, that can be 2, 2 cars, that can be 2",28,0
clip_0758,Calm,0.9357,Calm,0.65,Calm,0.8214,False,95.51,70.09,15.52,0.0898,0.04359,0.1797,20.0,i can call for a mode race and then whenever we are restarting you will press and hold the energy button from turn 14 all the way to 16 and then 16 all the way to turn 1 so just keep energy pressed and held. what's up here to maintain temperature? make up for info everyone that started on hard stayed out.,58,0
clip_0288,Calm,0.2898,High Stress,0.7,High Stress,0.28,False,169.42,1944.66,270.28,0.08112,0.05111,0.2068,20.0,"nice work everyone. fuck me that was awesome. great work. incredible work. yeah well done, i'll take the job. well, is esteban? yeah, esteban was the under the profiteer so he was out of points but he was looking good for points.",42,2
clip_0531,Calm,0.7488,High Stress,0.7,Calm,0.4493,False,112.67,165.0,42.58,0.0559,0.04414,0.1579,10.816,"thank you, we are boxed as well. pilt, you should be",11,0
clip_1082,Calm,0.8798,High Stress,0.7,High Stress,0.5279,False,130.01,151.8,27.17,0.08425,0.05369,0.2218,20.0,"used so colapinto, con, limblatt, holkeberg and alonso. the 4-info track is clear now in sector 3 and sector 3. the straw's car is fully recovered for info. safety car in the slab.",30,2
clip_1026,Frustrated,0.304,Calm,0.65,Calm,0.26,False,87.89,166.33,31.43,0.03523,0.04531,0.1861,20.0,"you stand your count. oh, they were racing. oh, god, i'm gonna exit here.",15,0
clip_0798,Calm,0.6415,Calm,0.65,Calm,0.6449,False,93.14,75.41,15.44,0.07634,0.04454,0.175,20.0,"p9 just want p11s up to 4 cars through, good job fucking good job okay, i'll turn 11 and we have a downgraded upship. so suggest the shift of 3rd gear for me please yeah, you need more throttle to upshift with 3rd",37,0
clip_0441,Calm,0.8437,Calm,0.65,Calm,0.7662,False,100.97,129.08,25.51,0.08754,0.04811,0.1998,20.0,2 behind. george last time 37.1 with that overtake press. so 1. get back. 9. now check 1.0. 1.1 behind. get back.,16,0
clip_1260,High Stress,0.8649,High Stress,0.75,High Stress,0.8189,False,247.46,389.35,128.39,0.06763,0.0672,0.1519,24.288,"nice! paradise, like traffic paradise! what is this one? i'm stuck! this is what you get! what is honestly! my god! my god! my b ch! ow!",27,2
clip_0729,Calm,0.8438,High Stress,0.7,Calm,0.5063,False,98.24,161.11,33.71,0.08996,0.04326,0.1725,20.0,"he's also on an out lap. first car pushing is hatchar, 19 seconds behind. antonelli car in front could open now. trike news, less heart throttle, opening this lap. everything else was good. you can push.",35,0
clip_0708,High Stress,0.7007,High Stress,0.7,High Stress,0.7004,False,112.99,171.11,44.16,0.07224,0.0408,0.2148,20.0,"increase the lift off by around 50m, turn 14 and turn 1 easy on the brake pedal as well, those two corners 7, 37, 4 the same goes, it feels heavier and heavier stand by",29,2
clip_1140,Frustrated,0.4493,High Stress,0.75,High Stress,0.3,False,405.21,1889.75,529.72,0.0828,0.05524,0.2337,3.488,or review it'll be able to charge on the outlet. fine.,11,2
clip_1201,Calm,0.7996,Calm,0.65,Calm,0.7397,False,106.97,25.33,3.57,0.06456,0.0528,0.2083,3.072,thank you. this is the end of the beginning.,9,0
clip_0772,Calm,0.8456,Calm,0.65,Calm,0.7673,False,95.73,74.9,11.96,0.08591,0.05095,0.225,20.0,36.8 and for exit niko we would need low 36 low 36 you can go soft 6 okay good job niko we think a single press energy exit turn six is best for lap time single press exit turn six use the energy,39,0
clip_0341,Calm,0.9332,Calm,0.65,Calm,0.8199,False,92.71,95.82,15.85,0.08841,0.04634,0.191,20.0,"behind him, 7. just keep tabs where they are. autoletto at 7. 5, autoletto, 4. 3 seconds. 2 seconds. just be clear, it's sector 3.",18,0
clip_0272,Calm,0.8376,High Stress,0.7,Frustrated,0.5026,False,112.28,197.73,30.82,0.0857,0.05124,0.2017,20.0,good hamilton thirty six one hamilton thirty six three eight yeah i've got a lot of uh full flux yeah ties are gone take care three laps to go two laps to go,33,1
clip_0845,High Stress,0.65,Calm,0.65,High Stress,0.39,False,104.85,124.57,29.51,0.09068,0.04186,0.1822,20.0,"stop! mode raised, mode raised. also the long zone exit. mode sc, mode safety car, mode safety car. and reset mode d red, deg. we're not going past once so far. what's the hell was that bugger behind me? oh, where was it behind me?",45,2
clip_0886,High Stress,0.6419,Calm,0.65,High Stress,0.3851,False,106.62,47.41,7.88,0.07513,0.06337,0.1664,5.728,"sorry, please, quick one. so one minute 45 to go. we've got sm boards back.",14,2
clip_0115,Calm,0.8595,High Stress,0.7,Calm,0.5157,False,111.17,205.03,33.87,0.08646,0.04995,0.1527,20.0,"nice, bulkhorn, 9th of head is on the slow. forecast open ahead of you. bulkhorn, 9th of head, slow. off and behind. yeah, man, i'm gonna be a new with this slow race on the slow lap. 13, 5th of gun, push down the road. 5th of gun, boost. set the horn off.",49,0
clip_0079,Calm,0.9525,High Stress,0.7,Calm,0.5715,False,180.01,220.19,59.91,0.0684,0.04154,0.1318,20.0,"let's give it a feel up and go with the track ever. okay, good job we have other steering. track will be clear. remember, we open to the safety current and then we'll take a bit of free. track is clear. the condition is very good. auto at the 5.",49,0
clip_0998,Calm,0.9467,High Stress,0.7,High Stress,0.568,False,107.34,207.01,47.01,0.07452,0.06645,0.1798,20.0,"up to second place. mercedes 1-2. try to get through as efficiently as possible, max, but without over-stressing them in the areas that we would want to avoid, please.",27,2
clip_0480,High Stress,0.431,High Stress,0.75,High Stress,0.5586,False,259.11,2027.22,272.77,0.08492,0.05257,0.1522,20.0,"yes! yes man! what did it? what did it? what did it man? well hold on there mates, first race win. this is what you're going to remember forever though. so, pick up rubber where you can mate, pick up rubber where you can.",44,2
clip_1095,Calm,0.9436,Calm,0.65,Calm,0.8261,False,140.26,107.27,32.9,0.08897,0.04547,0.215,20.0,"you can use boost here to close the gap. you have overtake, you have overtake. i'll note everything on the main train. yes, the car is starting, it will give you more. it will give you more. pu9 position 6.",38,0
clip_0704,Calm,0.956,High Stress,0.7,Calm,0.5736,False,116.49,433.46,90.51,0.08503,0.05243,0.1598,20.0,and the dynamic in this target would be struner this to the end so look after it i'll try everybody probably in the south,24,0
clip_0183,Calm,0.8298,Calm,0.65,Calm,0.7579,False,99.55,138.3,24.32,0.08415,0.05364,0.165,20.0,"see what we have on the tank and if i agree to tire it just pops. work as a chance for a point, as a chance for a point. see what you're doing i'm breaking.",35,0
clip_1096,Calm,0.8909,Calm,0.65,Calm,0.7945,False,128.88,128.51,31.34,0.08691,0.04928,0.2087,20.0,"but not a good idea, we'll just we'll just mongrel it. b-ball 7. oh, well, we are. we got 30 laps remaining and alonso is running 39.7 and the bottas also 39.7.",27,0
clip_1311,High Stress,0.465,Calm,0.65,High Stress,0.279,False,154.77,67.19,17.71,0.0819,0.05587,0.1754,2.24,"no, please. how are you?",5,2
clip_0246,Calm,0.9204,Calm,0.65,Calm,0.8122,False,115.05,136.06,29.88,0.08713,0.04889,0.205,20.0,"5, 6, 7, 8. good warm-up on the brakes and you can carry more speed. turn the 8 in the time. jumping from norris 7. norris 7 in front of him. 10 seconds.",24,0
clip_0209,Calm,0.625,Calm,0.65,Calm,0.635,False,119.02,147.65,29.1,0.08494,0.0526,0.1457,20.0,"he has pushed an old 1 every lap, he's 1.5 here oh, coco, 1.3 1.9 sweet, coco, 5 seconds to push an old every lap he's in that corner yellow head, yellow head, anthony, 1-1, and win-win",30,0
clip_1122,Calm,0.4729,Calm,0.65,Calm,0.5437,False,112.45,100.36,27.76,0.07692,0.04817,0.2043,20.0,"overall i one stop middle-art. copy. part of my niche with the engine unfortunately. yeah, good job there and yeah, we'll polish this type of things and do some homework. yeah, for good job.",33,0
clip_0273,Calm,0.8233,Calm,0.65,Calm,0.754,False,104.97,106.21,35.95,0.066,0.04437,0.2049,20.0,last lap p4 mode slow pick up please so mercedes 25 seconds from lewis,12,0
clip_0721,Calm,0.9576,Calm,0.65,Calm,0.8346,False,95.1,41.65,5.6,0.08538,0.05153,0.1215,5.76,"yeah, once coming to have a look, i'll just make sure that we are able to touch the car while it's in the bus.",24,0
clip_0852,Calm,0.8645,Calm,0.65,Calm,0.7787,False,95.96,75.0,12.34,0.08808,0.04694,0.2127,20.0,"mode race, good job! p7 watch for debris along here, it's offline, it's offline so stay left. ok, ollie, 39 to go, time management is very good, the cars ahead still have to stop. call up the n2 on the s2 plan. ok, ollie.",40,0
clip_0390,Calm,0.9718,High Stress,0.7,Calm,0.5831,False,134.96,736.91,148.69,0.08564,0.05127,0.2004,20.0,presses the next lap. no p8 compresses at 0.9. at 1 second we're happy to use the buttons on the next lap. the clerk will have overtaken at 0.7.,25,0
clip_0406,Calm,0.9506,High Stress,0.7,Calm,0.5703,False,118.45,262.32,62.0,0.06261,0.05464,0.1835,19.872,just make sure you use the car before you hop out.,11,0
clip_0493,Calm,0.9056,Calm,0.65,Calm,0.8034,False,127.08,78.92,17.46,0.08141,0.05779,0.2647,10.144,"so it's a tail into turn six, a tail into 11, headwind into 14. it's five to 10 kph lower, so less wind in the morning, same direction.",25,0
clip_1277,High Stress,0.65,Calm,0.65,Frustrated,0.39,False,99.76,122.82,34.84,0.08252,0.05555,0.1764,5.256,where is palma? that's where palma has retired. palma!,9,1
clip_1200,Calm,0.5465,Calm,0.65,Calm,0.5879,False,129.99,116.43,24.63,0.06638,0.05779,0.2313,20.0,"i hope the beers are cold, i'm still thirsty sorry please repeat i hope the beers are cold, i'm still thirsty yeah you're thirsty mate, i'm sure we're gonna rain something great to get both cars across the line thank you buddy",43,0
clip_0930,Calm,0.9654,Calm,0.65,Calm,0.8392,False,107.01,115.7,23.32,0.08346,0.0548,0.1536,16.896,"okay mate, so only other point, we've got constant 15-8-6-3, as well there is performance there, so box now please. so we've got a couple of options as to what we do here for the next run. you can either do two runs, or just a single new run at the end.",51,0
clip_0033,Calm,0.8781,Calm,0.65,Calm,0.7869,False,127.86,143.82,31.02,0.05894,0.05807,0.1684,8.768,"the target is to stick to the plan, but just in case, that's available. i didn't hear the second part, what's available, what's the plan if things don't go well.",30,0
clip_0160,Calm,0.9215,Calm,0.65,Calm,0.8129,False,105.77,113.18,23.34,0.08539,0.05178,0.1618,20.0,copy. now i'm going to go to f-r-t-n-e-l-e and then i'll slow down 13. i'll just rest in the straight line and then i'll just go across the t-r-t-n-e-l-e. i'll go to f-r-t-n-e-l-e. i'll go to f-r-t-n-e-l-e.,32,0
clip_1071,Calm,0.864,High Stress,0.7,High Stress,0.5184,False,127.84,188.77,42.63,0.07665,0.06156,0.2196,20.0,"you see you are in strat 2, we want strat 3. i was in strat 3. now you are good, now you are good. lance is 4.3 ahead of you. red is latched. so valterie and lance are lapping 41.8.",35,2
clip_0633,Calm,0.7687,High Stress,0.7,Calm,0.4612,False,109.85,160.51,39.28,0.08965,0.04427,0.1639,20.0,"the bearman is opening a lap on the line now. three behind, two behind now. the truck is clear behind, you know. you can go easy on power. and turn it very slow around you there. you can go charge off.",41,0
clip_0201,Calm,0.8887,Calm,0.65,Calm,0.7932,False,107.2,138.39,26.4,0.08507,0.0524,0.1538,20.0,"you're using the drone for your quick break as it curves, highly as you can now, to make your feet fast. as it curves, good for the braking, okay? highly as you can now, to the end, level to go. okay, pull a bit of the left side. pull a bit of the left side.",55,0
clip_1239,High Stress,0.3438,High Stress,0.7,High Stress,0.4863,False,159.03,195.84,39.58,0.06828,0.04448,0.1814,35.0,"wow, now that's the kind of radio i live for. savage, painful and full of spice. just like what i'd say to you if i knew you weren't following the channel. and yeah, later alonso tried to play it down. heat at the moment, blah blah blah. but let's be honest, the damage was already done. and speaking of damage, let me introduce today's sponsor, carvertical. if everyone has taught us anything, it's that data matters. and when it comes to buying a used car, it really matters. carvertical is a service that lets you check a car's full history using the vin number. they gather and process data from over 900 global sources across more than 25 countries, in turn, are very complex.",122,2
clip_0424,Calm,0.8151,High Stress,0.7,High Stress,0.4891,False,101.3,152.07,29.18,0.08493,0.0465,0.1806,20.0,"his first lap, he's going to spin it again. lewis will be starting a lap at 7 seconds. got a double yellow exit over last corner. lewis at 4 seconds, lewis at 3.",30,2
clip_0021,Calm,0.8617,High Stress,0.7,High Stress,0.517,False,109.07,301.7,54.5,0.08525,0.05209,0.1917,20.0,"that's a plus two, man. that's a plus two, man. that's a plus two, man. that's a plus two, man. that's a plus two, man. that's a plus two, man. that's a plus two, man. that's a plus two, man. that's a plus two, man. that's a plus two, man.",50,2
clip_0625,Calm,0.9475,Calm,0.65,Calm,0.8285,False,117.12,86.26,25.41,0.08064,0.05899,0.1835,20.0,"happy to go one step more rotation with the flap? yeah, one step more. okay, liam, next flap we try to not wait on throttle exit of last corner on the outer scope. we have alonso on the main straight, now okay he's in front, you are here behind. you can go char-doc.",52,0
clip_1129,Calm,0.8862,Calm,0.65,Calm,0.7917,False,94.09,67.27,13.28,0.08297,0.05552,0.2464,20.0,"2 seconds back. let's go watch out for hamilton coming through now, and then the next car pushing will be gasly, but he's 10 seconds back. alright, how's the balance? we're boxing this lap. keep the platform up. copy. gasly's still the car pushing.",42,0
clip_0602,High Stress,0.899,High Stress,0.7,High Stress,0.8194,False,130.55,197.73,49.27,0.08188,0.04443,0.1826,20.0,"let's see a double yellow. overtake available, watch debris. and earlier full throttle out of 12. stay with him if you can. if you're doing well. overtake available. i have no power. fear keeping something.",34,2
clip_0519,Calm,0.8757,Calm,0.65,Calm,0.7854,False,95.74,87.48,19.89,0.08524,0.05202,0.1982,13.088,thanks for watching guys!,4,0
clip_0749,Calm,0.3136,Calm,0.65,Calm,0.4481,False,92.85,38.52,6.99,0.0769,0.06341,0.0909,5.056,"alonzo 18, earl 20, an album from the pitlane on heart.",9,0
clip_0399,Calm,0.9662,Calm,0.65,Calm,0.8397,False,110.47,123.1,29.88,0.08757,0.04809,0.1973,20.0,"looking good so far. give me 35.9 give me 35.9 this is blue flag traffic give me 35.3 i'm happy to lean on the tires more you can have 7 black at 7 don't know, just that",32,0
clip_0366,Calm,0.8201,Calm,0.65,Calm,0.7521,False,95.09,122.82,27.7,0.08624,0.05033,0.1727,20.0,"so, cumie has just done a 32-0, and we've been practicing. no bb. nice recovery mate, nice recovery. so, b2. yeah, i saw you started down up 10 off that new level.",29,0
clip_1126,Calm,0.5213,High Stress,0.7,Calm,0.3128,False,135.74,1922.48,239.2,0.06178,0.06474,0.2513,20.0,"alright, the position is good. we've got one minute until the grief. so we're happy to keep the engine running. 20 seconds. five seconds. green light. alright, so let's focus on",30,0
clip_1323,Calm,0.9436,High Stress,0.7,High Stress,0.5662,False,158.33,160.28,64.79,0.08324,0.05403,0.2177,2.816,"red flag, red flag, follow the guns",7,2
clip_1271,Calm,0.657,High Stress,0.75,Frustrated,0.3942,False,218.25,1887.44,272.87,0.05027,0.05924,0.187,34.936,"i'm happy you're in the green camp that's a joke helping the fight in the free practice you were on a flying lap and i couldn't get on the way yeah, go pick, but the free practice is the moment, so it's good how is the balance? i don't know! stop, stop, stop and the other william stroll is just leaving the pit lane now no more radio for the rest of the race or is the right rear not attached? the right rear wasn't attached",86,1
clip_0243,Calm,0.9316,Calm,0.65,Calm,0.819,False,114.47,120.48,29.74,0.08523,0.05214,0.1798,20.0,"you are currently p2. antonelli 32-3. yeah, i've got a bit of traffic. all's good luck. norris 4 understood. places to improve turn 2, half at 10. norris 3 pushing.",24,0
clip_0195,Calm,0.7823,Calm,0.65,Calm,0.7294,False,100.68,92.65,20.54,0.07959,0.05469,0.1671,20.0,"so last afterlist for 8 left for a good performance line the 60 you gonna flip rbi and get big if quick 38 euro that was negative, yeah, but still on the start period",32,0
clip_0946,Calm,0.9032,High Stress,0.7,High Stress,0.5419,False,127.56,174.19,41.59,0.07684,0.06375,0.154,20.0,i want the gap and any corner blue.,8,2
clip_0831,Calm,0.887,High Stress,0.75,Calm,0.5322,False,215.91,1920.71,425.51,0.08108,0.05835,0.2367,20.0,39 it's quite tight. it's lost like two times in the body shape. ross was a little finished her lap so more than likely two ten. he can pin it up. yeah we've seen that oli. yeah i saw. it was a good lap just. i just watched the bat thing.,50,0
clip_0534,Calm,0.8788,High Stress,0.7,Calm,0.5273,False,138.66,302.38,43.05,0.06767,0.04039,0.1791,5.952,i'm about to grab some of the markers. i can lock out more,13,0
clip_0026,Calm,0.964,High Stress,0.7,Calm,0.5784,False,253.28,327.85,101.04,0.05033,0.05102,0.1323,9.632,"after you switch off, wait 10 seconds and back to p2. ok, make sure you look after your gaps, it exists, or we need a hard laptop, but easy on power.",29,0
clip_0473,Calm,0.9549,High Stress,0.7,Calm,0.5729,False,157.13,987.34,188.26,0.08805,0.04708,0.1961,20.0,"i'll raise this for after the full pass. yeah, copy. hulko boat's on a relatively new medium tyre. just need to get it down to 1.2. hulko boat should have blue flags. hulko boat also has blue flags. there's a 30 second gap ahead of him.",44,0
clip_0578,Calm,0.5927,High Stress,0.7,Calm,0.3556,False,165.62,1423.14,249.71,0.08739,0.04826,0.2067,20.0,"in turn 16. oh i got overtake. yes, you have switch position yellow. ah, to keep up with his dice. fine, we understood. keep focus on dice please. i have no power.",31,0
clip_0175,High Stress,0.5041,Calm,0.65,Frustrated,0.3025,False,104.92,110.36,22.68,0.0866,0.04797,0.1779,20.0,"plan b will not work with those native tires. either they are a d or a r. it's not the tire to be on today, unfortunately. okay, we come back to 30. 30.",30,1
clip_0013,Calm,0.864,Calm,0.65,Calm,0.7784,False,97.74,134.79,25.61,0.08551,0.05161,0.2024,20.0,with mid six entry nine that mid six i'll track the home this is good out the box little bit of pushing behind,23,0
clip_0086,Calm,0.8757,High Stress,0.7,Calm,0.5254,False,122.25,261.56,74.19,0.08017,0.05566,0.1948,19.68,thanks for watching guys!,4,0
clip_1147,Calm,0.9111,High Stress,0.7,Calm,0.5466,False,126.62,263.84,73.51,0.05421,0.05228,0.2138,20.0,"okay, so once in the pit lane, let's stop in the box we might have to drive around checker. so just look for the mechanics",25,0
clip_0101,Calm,0.7191,Calm,0.65,Calm,0.6915,False,103.39,104.93,20.95,0.08771,0.04755,0.1676,20.0,"so, i need a bit of pull up and maybe the different teeth for the one. first one. just do half, i'll let you do the teeth. okay, first one. i will need this for the big one. it was okay, it died. 90.",43,0
clip_1009,Calm,0.4601,High Stress,0.7,High Stress,0.28,False,145.4,180.66,50.64,0.07651,0.06423,0.1502,20.0,into the braking zone.,4,2
clip_1104,High Stress,0.6942,High Stress,0.7,High Stress,0.4165,False,188.17,851.83,171.32,0.08966,0.04391,0.2117,20.0,"ready slush? yeah, but i will do the same with speed at the proper speed. blue button is slushed. the surge overtake helps you everywhere but in corner 1. so if we go a vertosefty car or a safety car, how would be the restarting? vertosefty car, sorry. yeah, for virtual you can",52,2
clip_0497,Calm,0.8415,Calm,0.65,Calm,0.7649,False,125.46,137.5,36.59,0.09,0.04336,0.1818,20.0,"build up good speed up to turn six. you can use energy out of six, use energy for more speed. okay, let's build up good speed up to 11, good break into 11, and then push through 12, 13. good break here. okay, let's",40,0
clip_0847,Calm,0.4013,Calm,0.65,Calm,0.5008,False,111.56,119.59,37.11,0.08712,0.04878,0.2081,20.0,"how can i go in? oh, we'll catch you to the back it's twice past what about d1? i don't need to respect the delta anymore, right? get standby get d plus, get d plus",34,0
clip_0047,Calm,0.8172,High Stress,0.7,High Stress,0.4903,False,136.05,183.71,58.93,0.08711,0.0489,0.1304,20.0,"2 high rpm, albon pushing 1 coming now, albon pushing behind now. watch for albon. you can keep up the pace, foxbox, but end up. next car pushing is 8 behinds. foxbox.",29,2
clip_0349,High Stress,0.5538,Calm,0.65,High Stress,0.3323,False,127.99,141.05,45.2,0.07006,0.04962,0.1765,14.24,captain the head is 3 repeat got no 3 seconds ahead whoa! something don't know what's happened almost no pattery,18,2
clip_0549,Calm,0.9154,High Stress,0.7,High Stress,0.5492,False,129.31,261.84,68.0,0.0821,0.04611,0.1692,19.968,"it's a muscle in 7, muscle in 9, and no one else to talk about. and confirming we boxed the fact. 136.",19,2
clip_1055,Frustrated,0.669,Calm,0.65,Frustrated,0.4014,False,146.38,74.34,12.14,0.09515,0.02873,0.2368,2.624,"it says i want to start the dinner, i think it's fucked up.",13,1
clip_0876,Calm,0.6495,High Stress,0.7,High Stress,0.3897,False,167.8,166.93,48.87,0.08349,0.05489,0.2075,20.0,"but good work, great work in fact. that was an incredible race, incredible work. the car was a beast today, as it has been all weekend. yeah, well done ali. 30 is there, excellent work. you too, you too. and before i forget, this one is dedicated to my mom.",49,2
clip_0974,Calm,0.9327,Calm,0.65,Calm,0.8196,False,111.07,60.05,19.67,0.08456,0.05323,0.1695,20.0,"and keep focused. so lawton had your behinder within our safety carbonate window. let's keep building the gap. 310s quicker than the cars in front, a second quicker than the cars behind. no driven losses to the cars in front. main gain on for staffordness turns 7 and 8. 15 laps to go.",49,0
clip_0942,Calm,0.8757,High Stress,0.7,Calm,0.5254,False,124.72,266.13,75.54,0.08006,0.05567,0.1947,19.68,thanks for watching guys!,4,0
clip_0361,High Stress,0.65,Calm,0.65,High Stress,0.39,False,109.65,107.06,22.83,0.06649,0.05967,0.1616,12.928,i've got nothing they're shipping you phil i can't actually so i've tried to fire up i've got neutral now but what have i so,25,2
clip_0154,Calm,0.9354,Calm,0.65,Calm,0.8212,False,110.15,139.86,29.01,0.08558,0.05131,0.1649,20.0,"ok, and you can see that you are taking the s21 for a second time, so you are free to push with double yellow turn 2 and a button to press 2 seconds on your target, there is a partial off the button and you are free to push now, you are free to push double yellow turn 2",55,0
clip_0917,Calm,0.8765,Calm,0.65,Calm,0.7859,False,102.23,91.09,19.58,0.08553,0.05162,0.1629,20.0,"ocon is 13 seconds behind on a push lap so looking good here. strong weaving to 14, no cars waiting in front, no threats behind. that's good, so strat-term part-crockle, you're good to go. let's go for that lift into 11 this time please, 20 meters.",40,0
clip_0951,Calm,0.9245,Calm,0.65,Calm,0.8147,False,133.63,139.55,32.81,0.07321,0.05036,0.1737,20.0,"and we'll go draft one, draft one, stop onto hard tire, clear behind, clear behind. so we're following the delta please, so just stay positive on that. our delta boost, no boost. all this time, detentures, bms.",37,0
clip_0673,Calm,0.8824,High Stress,0.7,High Stress,0.5294,False,134.17,158.06,43.52,0.08884,0.04563,0.19,20.0,if you can. the stop in front of you will be slow. repeat liam. shape 2. liam is behind reporting same issues with the front.,24,2
clip_0320,High Stress,0.65,High Stress,0.7,Frustrated,0.39,False,121.15,180.11,55.76,0.09108,0.04105,0.1527,20.0,please okay max let's retire the car please retire the car do you think that i need to press? no,20,1
clip_0092,Calm,0.783,Calm,0.65,Calm,0.7298,False,123.34,134.02,32.82,0.0332,0.02925,0.15,20.0,"2, 1, all the tank contents please the fhc2 cap we are controlling the second action cut down the stack second this is the end of the second this is the end of the second all the tank is moving",37,0
clip_0744,Calm,0.9229,Calm,0.65,Calm,0.8137,False,134.83,93.23,25.29,0.06942,0.05377,0.1825,3.84,copy. the medical you put the defensi 9 on here and 6 mid.,11,0
clip_1270,High Stress,0.6273,High Stress,0.7,High Stress,0.6564,False,196.17,341.24,53.39,0.06426,0.05371,0.1683,34.848,"we are in the race because of you guys. contact with your teammates, never a good thing. have you spoken to him at all? no, not really. i don't need him. he's one more race and then he's over finally. alonso making his way through. ocon is on a push up and needs it. and a blue alpine just clatters into the side of it. extraordinary stuff. so unusual. you okay? idiot, fernando. you okay? yeah. okay man. he was shaking even because he was so excited. you're happy now. happy, nothing else.",93,2
clip_0156,Calm,0.8565,Calm,0.65,Calm,0.7739,False,96.02,93.79,18.82,0.0853,0.05204,0.1661,20.0,"complete squint 45 to go 7 hours at the level you can push to catch. copy. repeat at this one lap, yes.",20,0
clip_0113,Calm,0.7288,Calm,0.65,Calm,0.6973,False,133.03,149.04,45.09,0.07979,0.05053,0.1462,20.0,"feel the gap, feel the guys first up and head, i'll let you know they cannot first up and 7, 6, 5, 4, 3, now there's the high-speed, i have no power 1, ok there we can exit, it's power ok yeah, how is it? packing",40,0
clip_0657,Calm,0.7732,High Stress,0.7,Calm,0.4639,False,149.6,160.16,43.8,0.0876,0.04767,0.2017,20.0,"try the line turn 2 i'm gonna lose all the time here multi b7 position 3 guys we are reviewing yeah 2k i'm just gonna lose time i think we got a box to push out you can push liam, push push box, box, liam, box copy box",46,0
